-2.6061,CmdV,4.9284,AngV,3.7166
TrajControlTask ,33.195,Cmd,-2.4823,Ang,-2.5790,CmdV,5.0214,AngV,3.8613
TrajControlTask ,33.200,Cmd,-2.4518,Ang,-2.5514,CmdV,5.1533,AngV,4.1199
TrajControlTask ,33.205,Cmd,-2.4206,Ang,-2.5238,CmdV,5.5384,AngV,4.3349
TrajControlTask ,33.210,Cmd,-2.3888,Ang,-2.4965,CmdV,6.0749,AngV,4.6233
TrajControlTask ,33.215,Cmd,-2.3565,Ang,-2.4692,CmdV,6.5200,AngV,4.8553
TrajControlTask ,33.220,Cmd,-2.3236,Ang,-2.4413,CmdV,6.6999,AngV,5.0437
TrajControlTask ,33.225,Cmd,-2.2901,Ang,-2.4124,CmdV,6.7566,AngV,5.0841
TrajControlTask ,33.230,Cmd,-2.2560,Ang,-2.3818,CmdV,6.4477,AngV,5.1341
TrajControlTask ,33.235,Cmd,-2.2214,Ang,-2.3499,CmdV,6.1970,AngV,5.2352
TrajControlTask ,33.240,Cmd,-2.1862,Ang,-2.3165,CmdV,5.9501,AngV,5.3512
TrajControlTask ,33.245,Cmd,-2.1505,Ang,-2.2822,CmdV,5.8378,AngV,5.4875
TrajControlTask ,33.250,Cmd,-2.1143,Ang,-2.2476,CmdV,5.9852,AngV,5.5556
TrajControlTask ,33.255,Cmd,-2.0776,Ang,-2.2126,CmdV,6.0807,AngV,5.4843
TrajControlTask ,33.260,Cmd,-2.0403,Ang,-2.1779,CmdV,6.5549,AngV,5.4257
TrajControlTask ,33.265,Cmd,-2.0025,Ang,-2.1435,CmdV,6.9760,AngV,5.5396
TrajControlTask ,33.270,Cmd,-1.9643,Ang,-2.1092,CmdV,7.3628,AngV,5.6620
TrajControlTask ,33.275,Cmd,-1.9255,Ang,-2.0747,CmdV,7.6530,AngV,5.9727
TrajControlTask ,33.280,Cmd,-1.8862,Ang,-2.0392,CmdV,7.6520,AngV,6.2995
TrajControlTask ,33.285,Cmd,-1.8466,Ang,-2.0027,CmdV,7.4927,AngV,6.5634
TrajControlTask ,33.290,Cmd,-1.8064,Ang,-1.9642,CmdV,7.0175,AngV,6.8220
TrajControlTask ,33.295,Cmd,-1.7658,Ang,-1.9246,CmdV,6.7426,AngV,6.8773
TrajControlTask ,33.300,Cmd,-1.7248,Ang,-1.8838,CmdV,6.4687,AngV,6.9827
TrajControlTask ,33.305,Cmd,-1.6834,Ang,-1.8432,CmdV,6.7177,AngV,6.9870
TrajControlTask ,33.310,Cmd,-1.6415,Ang,-1.8031,CmdV,7.1616,AngV,6.8763
TrajControlTask ,33.315,Cmd,-1.5992,Ang,-1.7638,CmdV,7.7842,AngV,6.9018
TrajControlTask ,33.320,Cmd,-1.5565,Ang,-1.7249,CmdV,8.2140,AngV,6.8380
TrajControlTask ,33.325,Cmd,-1.5135,Ang,-1.6861,CmdV,8.5831,AngV,7.0210
TrajControlTask ,33.330,Cmd,-1.4700,Ang,-1.6468,CmdV,8.7431,AngV,7.1668
TrajControlTask ,33.335,Cmd,-1.4262,Ang,-1.6068,CmdV,8.7688,AngV,7.5648
TrajControlTask ,33.340,Cmd,-1.3821,Ang,-1.5654,CmdV,8.4129,AngV,7.8117
TrajControlTask ,33.345,Cmd,-1.3376,Ang,-1.5225,CmdV,8.0295,AngV,8.0980
TrajControlTask ,33.350,Cmd,-1.2928,Ang,-1.4778,CmdV,7.4735,AngV,8.1714
TrajControlTask ,33.355,Cmd,-1.2477,Ang,-1.4320,CmdV,7.1245,AngV,8.0661
TrajControlTask ,33.360,Cmd,-1.2022,Ang,-1.3850,CmdV,6.6860,AngV,7.9331
TrajControlTask ,33.365,Cmd,-1.1565,Ang,-1.3383,CmdV,6.8847,AngV,7.7894
TrajControlTask ,33.370,Cmd,-1.1105,Ang,-1.2923,CmdV,7.2850,AngV,7.7638
TrajControlTask ,33.375,Cmd,-1.0642,Ang,-1.2472,CmdV,7.7749,AngV,7.8032
TrajControlTask ,33.380,Cmd,-1.0176,Ang,-1.2030,CmdV,8.3352,AngV,7.9267
TrajControlTask ,33.385,Cmd,-0.9708,Ang,-1.1601,CmdV,9.1100,AngV,8.1438
TrajControlTask ,33.390,Cmd,-0.9237,Ang,-1.1182,CmdV,9.8516,AngV,8.4854
TrajControlTask ,33.395,Cmd,-0.8765,Ang,-1.0774,CmdV,10.6013,AngV,8.7866
TrajControlTask ,33.400,Cmd,-0.8290,Ang,-1.0362,CmdV,10.7940,AngV,9.0867
TrajControlTask ,33.405,Cmd,-0.7813,Ang,-0.9924,CmdV,10.0481,AngV,9.3240
TrajControlTask ,33.410,Cmd,-0.7334,Ang,-0.9461,CmdV,9.1613,AngV,9.3857
TrajControlTask ,33.415,Cmd,-0.6853,Ang,-0.8969,CmdV,8.0514,AngV,9.2761
TrajControlTask ,33.420,Cmd,-0.6371,Ang,-0.8463,CmdV,7.4630,AngV,9.0728
TrajControlTask ,33.425,Cmd,-0.5887,Ang,-0.7952,CmdV,7.1584,AngV,8.9292
TrajControlTask ,33.430,Cmd,-0.5401,Ang,-0.7448,CmdV,7.4268,AngV,8.6865
TrajControlTask ,33.435,Cmd,-0.4914,Ang,-0.6951,CmdV,7.7299,AngV,8.4513
TrajControlTask ,33.440,Cmd,-0.4426,Ang,-0.6460,CmdV,8.0322,AngV,8.2236
